"id","general","personality","tech"
1256,"VISUALIZATION","na","na"
1256,"AI","na","na"
1256,"PREDICTIVE MODELING","na","na"
1256,"DATA MINING","na","na"
1256,"ALGORITHMS","na","na"
1256,"STATISTICAL MODELING","na","na"
1258,"DATA ENGINEERING","na","na"
1258,"DATA ANALYTICS","na","na"
1259,"VISUALIZATION","na","na"
1259,"AI","na","na"
1260,"ANALYSIS","na","na"
1260,"STATISTICS","na","na"
1260,"VISUALIZATION","na","na"
1260,"AI","na","na"
1260,"SOFTWARE DEVELOPMENT","na","na"
1260,"DATA ENGINEERING","na","na"
1260,"DATA ANALYTICS","na","na"
1260,"METRICS","na","na"
1260,"SYSTEMS ENGINEER","na","na"
1261,"ANALYSIS","na","na"
1261,"MACHINE LEARNING","na","na"
1261,"STATISTICS","na","na"
1261,"MATHEMATICS","na","na"
1261,"AI","na","na"
1261,"NLP","na","na"
1261,"PREDICTIVE MODELING","na","na"
1261,"ALGORITHMS","na","na"
1261,"UNSTRUCTURED DATA","na","na"
1263,"DATA ENGINEERING","na","na"
1263,"DATA ANALYTICS","na","na"
1264,"VISUALIZATION","na","na"
1264,"AI","na","na"
1265,"ANALYSIS","na","na"
1265,"STATISTICS","na","na"
1265,"AI","na","na"
1266,"DATA ENGINEERING","na","na"
1266,"DATA ANALYTICS","na","na"
1267,"AI","na","na"
1268,"MACHINE LEARNING","na","na"
1268,"COMPUTER SCIENCE","na","na"
1268,"AI","na","na"
1268,"SOFTWARE ENGINEER","na","na"
1269,"MACHINE LEARNING","na","na"
1269,"AI","na","na"
1269,"ARTIFICIAL INTELLIGENCE","na","na"
1269,"SYSTEMS ENGINEER","na","na"
1269,"SYSTEMS ENGINEERING","na","na"
1270,"MACHINE LEARNING","na","na"
1270,"STATISTICS","na","na"
1270,"COMPUTER SCIENCE","na","na"
1270,"MATHEMATICS","na","na"
1270,"VISUALIZATION","na","na"
1270,"AI","na","na"
1270,"DEEP LEARNING","na","na"
1270,"DATA ANALYTICS","na","na"
1271,"ANALYSIS","na","na"
1271,"STATISTICS","na","na"
1272,"MACHINE LEARNING","na","na"
1272,"COMPUTER SCIENCE","na","na"
1272,"MATHEMATICS","na","na"
1272,"AI","na","na"
1272,"ARTIFICIAL INTELLIGENCE","na","na"
1272,"ANALYTICAL SKILLS","na","na"
1272,"UNSTRUCTURED DATA","na","na"
1273,"AI","na","na"
1274,"MACHINE LEARNING","na","na"
1274,"STATISTICS","na","na"
1274,"COMPUTER SCIENCE","na","na"
1274,"MATHEMATICS","na","na"
1274,"VISUALIZATION","na","na"
1274,"AI","na","na"
1274,"ARTIFICIAL INTELLIGENCE","na","na"
1274,"SOFTWARE DEVELOPMENT","na","na"
1274,"NEURAL NETWORKS","na","na"
1274,"SOFTWARE ENGINEER","na","na"
1274,"BIG DATA","na","na"
1274,"PREDICTIVE MODELING","na","na"
1274,"DATA MINING","na","na"
1274,"ALGORITHMS","na","na"
1274,"STATISTICAL MODELING","na","na"
1275,"ANALYSIS","na","na"
1275,"STATISTICS","na","na"
1275,"COMPUTER SCIENCE","na","na"
1275,"MATHEMATICS","na","na"
1275,"VISUALIZATION","na","na"
1275,"AI","na","na"
1275,"NLP","na","na"
1275,"NEURAL NETWORKS","na","na"
1275,"STATISTICAL MODELING","na","na"
1275,"DATA ARCHITECTURE","na","na"
1275,"DATA ARCHITECT","na","na"
1276,"ANALYSIS","na","na"
1276,"MACHINE LEARNING","na","na"
1276,"STATISTICS","na","na"
1276,"AI","na","na"
1276,"PREDICTIVE MODELS","na","na"
1276,"PREDICTIVE MODELING","na","na"
1277,"MACHINE LEARNING","na","na"
1277,"STATISTICS","na","na"
1277,"MATHEMATICS","na","na"
1277,"AI","na","na"
1277,"NLP","na","na"
1278,"ANALYSIS","na","na"
1278,"MACHINE LEARNING","na","na"
1278,"STATISTICS","na","na"
1278,"VISUALIZATION","na","na"
1278,"AI","na","na"
1278,"PREDICTIVE MODELING","na","na"
1278,"DATA MINING","na","na"
1278,"ALGORITHMS","na","na"
1278,"STATISTICAL MODELING","na","na"
1279,"ANALYSIS","na","na"
1279,"STATISTICS","na","na"
1279,"AI","na","na"
1280,"ANALYSIS","na","na"
1280,"MACHINE LEARNING","na","na"
1280,"STATISTICS","na","na"
1280,"MATHEMATICS","na","na"
1280,"AI","na","na"
1280,"NLP","na","na"
1280,"PREDICTIVE MODELING","na","na"
1280,"ALGORITHMS","na","na"
1280,"UNSTRUCTURED DATA","na","na"
1282,"DATA ENGINEERING","na","na"
1282,"DATA ANALYTICS","na","na"
1283,"VISUALIZATION","na","na"
1283,"AI","na","na"
1284,"ANALYSIS","na","na"
1284,"STATISTICS","na","na"
1284,"VISUALIZATION","na","na"
1284,"AI","na","na"
1284,"SOFTWARE DEVELOPMENT","na","na"
1284,"DATA ENGINEERING","na","na"
1284,"DATA ANALYTICS","na","na"
1284,"METRICS","na","na"
1284,"SYSTEMS ENGINEER","na","na"
1285,"DATA ENGINEERING","na","na"
1285,"DATA ANALYTICS","na","na"
1286,"AI","na","na"
1287,"MACHINE LEARNING","na","na"
1287,"COMPUTER SCIENCE","na","na"
1287,"AI","na","na"
1287,"SOFTWARE ENGINEER","na","na"
1288,"MACHINE LEARNING","na","na"
1288,"AI","na","na"
1288,"ARTIFICIAL INTELLIGENCE","na","na"
1288,"SYSTEMS ENGINEER","na","na"
1288,"SYSTEMS ENGINEERING","na","na"
1289,"MACHINE LEARNING","na","na"
1289,"STATISTICS","na","na"
1289,"COMPUTER SCIENCE","na","na"
1289,"MATHEMATICS","na","na"
1289,"VISUALIZATION","na","na"
1289,"AI","na","na"
1289,"DEEP LEARNING","na","na"
1289,"DATA ANALYTICS","na","na"
1290,"ANALYSIS","na","na"
1290,"STATISTICS","na","na"
1291,"MACHINE LEARNING","na","na"
1291,"COMPUTER SCIENCE","na","na"
1291,"MATHEMATICS","na","na"
1291,"AI","na","na"
1291,"ARTIFICIAL INTELLIGENCE","na","na"
1291,"ANALYTICAL SKILLS","na","na"
1291,"UNSTRUCTURED DATA","na","na"
1292,"AI","na","na"
1293,"MACHINE LEARNING","na","na"
1293,"STATISTICS","na","na"
1293,"COMPUTER SCIENCE","na","na"
1293,"MATHEMATICS","na","na"
1293,"VISUALIZATION","na","na"
1293,"AI","na","na"
1293,"ARTIFICIAL INTELLIGENCE","na","na"
1293,"SOFTWARE DEVELOPMENT","na","na"
1293,"NEURAL NETWORKS","na","na"
1293,"SOFTWARE ENGINEER","na","na"
1293,"BIG DATA","na","na"
1293,"PREDICTIVE MODELING","na","na"
1293,"DATA MINING","na","na"
1293,"ALGORITHMS","na","na"
1293,"STATISTICAL MODELING","na","na"
1294,"ANALYSIS","na","na"
1294,"STATISTICS","na","na"
1294,"COMPUTER SCIENCE","na","na"
1294,"MATHEMATICS","na","na"
1294,"VISUALIZATION","na","na"
1294,"AI","na","na"
1294,"NLP","na","na"
1294,"NEURAL NETWORKS","na","na"
1294,"STATISTICAL MODELING","na","na"
1294,"DATA ARCHITECTURE","na","na"
1294,"DATA ARCHITECT","na","na"
1295,"ANALYSIS","na","na"
1295,"MACHINE LEARNING","na","na"
1295,"STATISTICS","na","na"
1295,"AI","na","na"
1295,"PREDICTIVE MODELS","na","na"
1295,"PREDICTIVE MODELING","na","na"
1296,"MACHINE LEARNING","na","na"
1296,"STATISTICS","na","na"
1296,"MATHEMATICS","na","na"
1296,"AI","na","na"
1296,"NLP","na","na"
1297,"ANALYSIS","na","na"
1297,"MACHINE LEARNING","na","na"
1297,"STATISTICS","na","na"
1297,"VISUALIZATION","na","na"
1297,"AI","na","na"
1297,"PREDICTIVE MODELING","na","na"
1297,"DATA MINING","na","na"
1297,"ALGORITHMS","na","na"
1297,"STATISTICAL MODELING","na","na"
1298,"ANALYSIS","na","na"
1298,"STATISTICS","na","na"
1298,"AI","na","na"
1299,"ANALYSIS","na","na"
1299,"MACHINE LEARNING","na","na"
1299,"STATISTICS","na","na"
1299,"MATHEMATICS","na","na"
1299,"AI","na","na"
1299,"NLP","na","na"
1299,"PREDICTIVE MODELING","na","na"
1299,"ALGORITHMS","na","na"
1299,"UNSTRUCTURED DATA","na","na"
1300,"ANALYSIS","na","na"
1300,"STATISTICS","na","na"
1300,"VISUALIZATION","na","na"
1300,"AI","na","na"
1300,"SOFTWARE DEVELOPMENT","na","na"
1300,"DATA ENGINEERING","na","na"
1300,"DATA ANALYTICS","na","na"
1300,"METRICS","na","na"
1300,"SYSTEMS ENGINEER","na","na"
1301,"DATA ENGINEERING","na","na"
1301,"DATA ANALYTICS","na","na"
1302,"AI","na","na"
1303,"MACHINE LEARNING","na","na"
1303,"COMPUTER SCIENCE","na","na"
1303,"AI","na","na"
1303,"SOFTWARE ENGINEER","na","na"
1304,"MACHINE LEARNING","na","na"
1304,"AI","na","na"
1304,"ARTIFICIAL INTELLIGENCE","na","na"
1304,"SYSTEMS ENGINEER","na","na"
1304,"SYSTEMS ENGINEERING","na","na"
1305,"MACHINE LEARNING","na","na"
1305,"STATISTICS","na","na"
1305,"COMPUTER SCIENCE","na","na"
1305,"MATHEMATICS","na","na"
1305,"VISUALIZATION","na","na"
1305,"AI","na","na"
1305,"DEEP LEARNING","na","na"
1305,"DATA ANALYTICS","na","na"
1306,"ANALYSIS","na","na"
1306,"STATISTICS","na","na"
1307,"AI","na","na"
1308,"MACHINE LEARNING","na","na"
1308,"COMPUTER SCIENCE","na","na"
1308,"MATHEMATICS","na","na"
1308,"AI","na","na"
1308,"ARTIFICIAL INTELLIGENCE","na","na"
1308,"ANALYTICAL SKILLS","na","na"
1308,"UNSTRUCTURED DATA","na","na"
1309,"MACHINE LEARNING","na","na"
1309,"STATISTICS","na","na"
1309,"COMPUTER SCIENCE","na","na"
1309,"MATHEMATICS","na","na"
1309,"VISUALIZATION","na","na"
1309,"AI","na","na"
1309,"ARTIFICIAL INTELLIGENCE","na","na"
1309,"SOFTWARE DEVELOPMENT","na","na"
1309,"NEURAL NETWORKS","na","na"
1309,"SOFTWARE ENGINEER","na","na"
1309,"BIG DATA","na","na"
1309,"PREDICTIVE MODELING","na","na"
1309,"DATA MINING","na","na"
1309,"ALGORITHMS","na","na"
1309,"STATISTICAL MODELING","na","na"
1310,"ANALYSIS","na","na"
1310,"STATISTICS","na","na"
1310,"COMPUTER SCIENCE","na","na"
1310,"MATHEMATICS","na","na"
1310,"VISUALIZATION","na","na"
1310,"AI","na","na"
1310,"NLP","na","na"
1310,"NEURAL NETWORKS","na","na"
1310,"STATISTICAL MODELING","na","na"
1310,"DATA ARCHITECTURE","na","na"
1310,"DATA ARCHITECT","na","na"
1311,"ANALYSIS","na","na"
1311,"MACHINE LEARNING","na","na"
1311,"STATISTICS","na","na"
1311,"AI","na","na"
1311,"PREDICTIVE MODELS","na","na"
1311,"PREDICTIVE MODELING","na","na"
1312,"MACHINE LEARNING","na","na"
1312,"STATISTICS","na","na"
1312,"MATHEMATICS","na","na"
1312,"AI","na","na"
1312,"NLP","na","na"
1313,"ANALYSIS","na","na"
1313,"MACHINE LEARNING","na","na"
1313,"STATISTICS","na","na"
1313,"VISUALIZATION","na","na"
1313,"AI","na","na"
1313,"PREDICTIVE MODELING","na","na"
1313,"DATA MINING","na","na"
1313,"ALGORITHMS","na","na"
1313,"STATISTICAL MODELING","na","na"
1314,"ANALYSIS","na","na"
1314,"STATISTICS","na","na"
1314,"AI","na","na"
1315,"ANALYSIS","na","na"
1315,"MACHINE LEARNING","na","na"
1315,"STATISTICS","na","na"
1315,"MATHEMATICS","na","na"
1315,"AI","na","na"
1315,"NLP","na","na"
1315,"PREDICTIVE MODELING","na","na"
1315,"ALGORITHMS","na","na"
1315,"UNSTRUCTURED DATA","na","na"
1316,"ANALYSIS","na","na"
1316,"STATISTICS","na","na"
1316,"VISUALIZATION","na","na"
1316,"AI","na","na"
1316,"SOFTWARE DEVELOPMENT","na","na"
1316,"DATA ENGINEERING","na","na"
1316,"DATA ANALYTICS","na","na"
1316,"METRICS","na","na"
1316,"SYSTEMS ENGINEER","na","na"
1317,"DATA ENGINEERING","na","na"
1317,"DATA ANALYTICS","na","na"
1318,"AI","na","na"
1319,"MACHINE LEARNING","na","na"
1319,"COMPUTER SCIENCE","na","na"
1319,"AI","na","na"
1319,"SOFTWARE ENGINEER","na","na"
1320,"MACHINE LEARNING","na","na"
1320,"AI","na","na"
1320,"ARTIFICIAL INTELLIGENCE","na","na"
1320,"SYSTEMS ENGINEER","na","na"
1320,"SYSTEMS ENGINEERING","na","na"
1321,"MACHINE LEARNING","na","na"
1321,"STATISTICS","na","na"
1321,"COMPUTER SCIENCE","na","na"
1321,"MATHEMATICS","na","na"
1321,"VISUALIZATION","na","na"
1321,"AI","na","na"
1321,"DEEP LEARNING","na","na"
1321,"DATA ANALYTICS","na","na"
1322,"ANALYSIS","na","na"
1322,"STATISTICS","na","na"
1323,"MACHINE LEARNING","na","na"
1323,"COMPUTER SCIENCE","na","na"
1323,"MATHEMATICS","na","na"
1323,"AI","na","na"
1323,"ARTIFICIAL INTELLIGENCE","na","na"
1323,"ANALYTICAL SKILLS","na","na"
1323,"UNSTRUCTURED DATA","na","na"
1324,"AI","na","na"
1325,"MACHINE LEARNING","na","na"
1325,"STATISTICS","na","na"
1325,"COMPUTER SCIENCE","na","na"
1325,"MATHEMATICS","na","na"
1325,"VISUALIZATION","na","na"
1325,"AI","na","na"
1325,"ARTIFICIAL INTELLIGENCE","na","na"
1325,"SOFTWARE DEVELOPMENT","na","na"
1325,"NEURAL NETWORKS","na","na"
1325,"SOFTWARE ENGINEER","na","na"
1325,"BIG DATA","na","na"
1325,"PREDICTIVE MODELING","na","na"
1325,"DATA MINING","na","na"
1325,"ALGORITHMS","na","na"
1325,"STATISTICAL MODELING","na","na"
1326,"ANALYSIS","na","na"
1326,"STATISTICS","na","na"
1326,"COMPUTER SCIENCE","na","na"
1326,"MATHEMATICS","na","na"
1326,"VISUALIZATION","na","na"
1326,"AI","na","na"
1326,"NLP","na","na"
1326,"NEURAL NETWORKS","na","na"
1326,"STATISTICAL MODELING","na","na"
1326,"DATA ARCHITECTURE","na","na"
1326,"DATA ARCHITECT","na","na"
1327,"ANALYSIS","na","na"
1327,"MACHINE LEARNING","na","na"
1327,"STATISTICS","na","na"
1327,"AI","na","na"
1327,"PREDICTIVE MODELS","na","na"
1327,"PREDICTIVE MODELING","na","na"
1328,"MACHINE LEARNING","na","na"
1328,"STATISTICS","na","na"
1328,"MATHEMATICS","na","na"
1328,"AI","na","na"
1328,"NLP","na","na"
1329,"ANALYSIS","na","na"
1329,"MACHINE LEARNING","na","na"
1329,"STATISTICS","na","na"
1329,"VISUALIZATION","na","na"
1329,"AI","na","na"
1329,"PREDICTIVE MODELING","na","na"
1329,"DATA MINING","na","na"
1329,"ALGORITHMS","na","na"
1329,"STATISTICAL MODELING","na","na"
1330,"ANALYSIS","na","na"
1330,"MACHINE LEARNING","na","na"
1330,"STATISTICS","na","na"
1330,"MATHEMATICS","na","na"
1330,"AI","na","na"
1330,"NLP","na","na"
1330,"PREDICTIVE MODELING","na","na"
1330,"ALGORITHMS","na","na"
1330,"UNSTRUCTURED DATA","na","na"
1331,"ANALYSIS","na","na"
1331,"MACHINE LEARNING","na","na"
1331,"STATISTICS","na","na"
1331,"AI","na","na"
1331,"PREDICTIVE MODELS","na","na"
1331,"PREDICTIVE MODELING","na","na"
1332,"MACHINE LEARNING","na","na"
1332,"STATISTICS","na","na"
1332,"MATHEMATICS","na","na"
1332,"AI","na","na"
1332,"NLP","na","na"
1333,"ANALYSIS","na","na"
1333,"STATISTICS","na","na"
1333,"AI","na","na"
1334,"DATA ENGINEERING","na","na"
1334,"DATA ANALYTICS","na","na"
1335,"AI","na","na"
1336,"MACHINE LEARNING","na","na"
1336,"COMPUTER SCIENCE","na","na"
1336,"AI","na","na"
1336,"SOFTWARE ENGINEER","na","na"
1337,"MACHINE LEARNING","na","na"
1337,"AI","na","na"
1337,"ARTIFICIAL INTELLIGENCE","na","na"
1337,"SYSTEMS ENGINEER","na","na"
1337,"SYSTEMS ENGINEERING","na","na"
1338,"MACHINE LEARNING","na","na"
1338,"STATISTICS","na","na"
1338,"COMPUTER SCIENCE","na","na"
1338,"MATHEMATICS","na","na"
1338,"VISUALIZATION","na","na"
1338,"AI","na","na"
1338,"DEEP LEARNING","na","na"
1338,"DATA ANALYTICS","na","na"
1339,"ANALYSIS","na","na"
1339,"STATISTICS","na","na"
1340,"MACHINE LEARNING","na","na"
1340,"COMPUTER SCIENCE","na","na"
1340,"MATHEMATICS","na","na"
1340,"AI","na","na"
1340,"ARTIFICIAL INTELLIGENCE","na","na"
1340,"ANALYTICAL SKILLS","na","na"
1340,"UNSTRUCTURED DATA","na","na"
1341,"AI","na","na"
1342,"MACHINE LEARNING","na","na"
1342,"STATISTICS","na","na"
1342,"COMPUTER SCIENCE","na","na"
1342,"MATHEMATICS","na","na"
1342,"VISUALIZATION","na","na"
1342,"AI","na","na"
1342,"ARTIFICIAL INTELLIGENCE","na","na"
1342,"SOFTWARE DEVELOPMENT","na","na"
1342,"NEURAL NETWORKS","na","na"
1342,"SOFTWARE ENGINEER","na","na"
1342,"BIG DATA","na","na"
1342,"PREDICTIVE MODELING","na","na"
1342,"DATA MINING","na","na"
1342,"ALGORITHMS","na","na"
1342,"STATISTICAL MODELING","na","na"
1343,"ANALYSIS","na","na"
1343,"STATISTICS","na","na"
1343,"COMPUTER SCIENCE","na","na"
1343,"MATHEMATICS","na","na"
1343,"VISUALIZATION","na","na"
1343,"AI","na","na"
1343,"NLP","na","na"
1343,"NEURAL NETWORKS","na","na"
1343,"STATISTICAL MODELING","na","na"
1343,"DATA ARCHITECTURE","na","na"
1343,"DATA ARCHITECT","na","na"
1344,"ANALYSIS","na","na"
1344,"STATISTICS","na","na"
1344,"VISUALIZATION","na","na"
1344,"AI","na","na"
1344,"SOFTWARE DEVELOPMENT","na","na"
1344,"DATA ENGINEERING","na","na"
1344,"DATA ANALYTICS","na","na"
1344,"METRICS","na","na"
1344,"SYSTEMS ENGINEER","na","na"
1345,"ANALYSIS","na","na"
1345,"MACHINE LEARNING","na","na"
1345,"STATISTICS","na","na"
1345,"VISUALIZATION","na","na"
1345,"AI","na","na"
1345,"PREDICTIVE MODELING","na","na"
1345,"DATA MINING","na","na"
1345,"ALGORITHMS","na","na"
1345,"STATISTICAL MODELING","na","na"
1347,"DATA ENGINEERING","na","na"
1347,"DATA ANALYTICS","na","na"
1348,"VISUALIZATION","na","na"
1348,"AI","na","na"
1349,"ANALYSIS","na","na"
1349,"STATISTICS","na","na"
1349,"AI","na","na"
1350,"ANALYSIS","na","na"
1350,"MACHINE LEARNING","na","na"
1350,"STATISTICS","na","na"
1350,"MATHEMATICS","na","na"
1350,"AI","na","na"
1350,"NLP","na","na"
1350,"PREDICTIVE MODELING","na","na"
1350,"ALGORITHMS","na","na"
1350,"UNSTRUCTURED DATA","na","na"
1352,"DATA ENGINEERING","na","na"
1352,"DATA ANALYTICS","na","na"
1353,"VISUALIZATION","na","na"
1353,"AI","na","na"
1354,"ANALYSIS","na","na"
1354,"STATISTICS","na","na"
1354,"VISUALIZATION","na","na"
1354,"AI","na","na"
1354,"SOFTWARE DEVELOPMENT","na","na"
1354,"DATA ENGINEERING","na","na"
1354,"DATA ANALYTICS","na","na"
1354,"METRICS","na","na"
1354,"SYSTEMS ENGINEER","na","na"
1355,"DATA ENGINEERING","na","na"
1355,"DATA ANALYTICS","na","na"
1356,"AI","na","na"
1357,"MACHINE LEARNING","na","na"
1357,"COMPUTER SCIENCE","na","na"
1357,"AI","na","na"
1357,"SOFTWARE ENGINEER","na","na"
1358,"MACHINE LEARNING","na","na"
1358,"AI","na","na"
1358,"ARTIFICIAL INTELLIGENCE","na","na"
1358,"SYSTEMS ENGINEER","na","na"
1358,"SYSTEMS ENGINEERING","na","na"
1359,"MACHINE LEARNING","na","na"
1359,"STATISTICS","na","na"
1359,"COMPUTER SCIENCE","na","na"
1359,"MATHEMATICS","na","na"
1359,"VISUALIZATION","na","na"
1359,"AI","na","na"
1359,"DEEP LEARNING","na","na"
1359,"DATA ANALYTICS","na","na"
1360,"ANALYSIS","na","na"
1360,"STATISTICS","na","na"
1361,"MACHINE LEARNING","na","na"
1361,"COMPUTER SCIENCE","na","na"
1361,"MATHEMATICS","na","na"
1361,"AI","na","na"
1361,"ARTIFICIAL INTELLIGENCE","na","na"
1361,"ANALYTICAL SKILLS","na","na"
1361,"UNSTRUCTURED DATA","na","na"
1362,"AI","na","na"
1363,"MACHINE LEARNING","na","na"
1363,"STATISTICS","na","na"
1363,"COMPUTER SCIENCE","na","na"
1363,"MATHEMATICS","na","na"
1363,"VISUALIZATION","na","na"
1363,"AI","na","na"
1363,"ARTIFICIAL INTELLIGENCE","na","na"
1363,"SOFTWARE DEVELOPMENT","na","na"
1363,"NEURAL NETWORKS","na","na"
1363,"SOFTWARE ENGINEER","na","na"
1363,"BIG DATA","na","na"
1363,"PREDICTIVE MODELING","na","na"
1363,"DATA MINING","na","na"
1363,"ALGORITHMS","na","na"
1363,"STATISTICAL MODELING","na","na"
1364,"ANALYSIS","na","na"
1364,"STATISTICS","na","na"
1364,"COMPUTER SCIENCE","na","na"
1364,"MATHEMATICS","na","na"
1364,"VISUALIZATION","na","na"
1364,"AI","na","na"
1364,"NLP","na","na"
1364,"NEURAL NETWORKS","na","na"
1364,"STATISTICAL MODELING","na","na"
1364,"DATA ARCHITECTURE","na","na"
1364,"DATA ARCHITECT","na","na"
1365,"ANALYSIS","na","na"
1365,"MACHINE LEARNING","na","na"
1365,"STATISTICS","na","na"
1365,"AI","na","na"
1365,"PREDICTIVE MODELS","na","na"
1365,"PREDICTIVE MODELING","na","na"
1366,"MACHINE LEARNING","na","na"
1366,"STATISTICS","na","na"
1366,"MATHEMATICS","na","na"
1366,"AI","na","na"
1366,"NLP","na","na"
1367,"ANALYSIS","na","na"
1367,"MACHINE LEARNING","na","na"
1367,"STATISTICS","na","na"
1367,"VISUALIZATION","na","na"
1367,"AI","na","na"
1367,"PREDICTIVE MODELING","na","na"
1367,"DATA MINING","na","na"
1367,"ALGORITHMS","na","na"
1367,"STATISTICAL MODELING","na","na"
1368,"ANALYSIS","na","na"
1368,"MACHINE LEARNING","na","na"
1368,"STATISTICS","na","na"
1368,"MATHEMATICS","na","na"
1368,"AI","na","na"
1368,"NLP","na","na"
1368,"PREDICTIVE MODELING","na","na"
1368,"ALGORITHMS","na","na"
1368,"UNSTRUCTURED DATA","na","na"
1369,"ANALYSIS","na","na"
1369,"MACHINE LEARNING","na","na"
1369,"STATISTICS","na","na"
1369,"AI","na","na"
1369,"PREDICTIVE MODELS","na","na"
1369,"PREDICTIVE MODELING","na","na"
1370,"MACHINE LEARNING","na","na"
1370,"STATISTICS","na","na"
1370,"MATHEMATICS","na","na"
1370,"AI","na","na"
1370,"NLP","na","na"
1371,"ANALYSIS","na","na"
1371,"STATISTICS","na","na"
1371,"AI","na","na"
1372,"MACHINE LEARNING","na","na"
1372,"AI","na","na"
1372,"NEURAL NETWORKS","na","na"
1372,"DECISION TREES","na","na"
1373,"ANALYSIS","na","na"
1373,"MACHINE LEARNING","na","na"
1373,"VISUALIZATION","na","na"
1373,"AI","na","na"
1373,"STATISTICAL MODELING","na","na"
1374,"ANALYSIS","na","na"
1374,"MACHINE LEARNING","na","na"
1374,"STATISTICS","na","na"
1374,"COMPUTER SCIENCE","na","na"
1374,"MATHEMATICS","na","na"
1374,"VISUALIZATION","na","na"
1374,"AI","na","na"
1374,"PREDICTIVE MODELS","na","na"
1374,"PREDICTIVE MODELING","na","na"
1374,"ALGORITHMS","na","na"
1375,"MACHINE LEARNING","na","na"
1375,"COMPUTER SCIENCE","na","na"
1375,"AI","na","na"
1377,"ANALYSIS","na","na"
1377,"MACHINE LEARNING","na","na"
1377,"STATISTICS","na","na"
1377,"COMPUTER SCIENCE","na","na"
1377,"MATHEMATICS","na","na"
1377,"VISUALIZATION","na","na"
1377,"AI","na","na"
1377,"DEEP LEARNING","na","na"
1377,"DATA ENGINEERING","na","na"
1377,"DATA ANALYTICS","na","na"
1377,"DATA SCIENCE TOOLS","na","na"
1378,"MACHINE LEARNING","na","na"
1378,"STATISTICS","na","na"
1378,"COMPUTER SCIENCE","na","na"
1378,"AI","na","na"
1378,"BIG DATA","na","na"
1378,"DATA ANALYTICS","na","na"
1378,"DATA MINING","na","na"
1378,"ALGORITHMS","na","na"
1379,"ANALYSIS","na","na"
1379,"MACHINE LEARNING","na","na"
1379,"STATISTICS","na","na"
1379,"MATHEMATICS","na","na"
1379,"AI","na","na"
1379,"DATA ENGINEERING","na","na"
1379,"BIG DATA","na","na"
1379,"PREDICTIVE MODELS","na","na"
1379,"DATA MINING","na","na"
1379,"ALGORITHMS","na","na"
1379,"CRITICAL THINKING","na","na"
1380,"ANALYSIS","na","na"
1380,"STATISTICS","na","na"
1380,"VISUALIZATION","na","na"
1380,"AI","na","na"
1380,"PROJECT MANAGEMENT","na","na"
1380,"DATA ANALYTICS","na","na"
1381,"ANALYSIS","na","na"
1381,"MACHINE LEARNING","na","na"
1381,"COMPUTER SCIENCE","na","na"
1381,"VISUALIZATION","na","na"
1381,"DEEP LEARNING","na","na"
1381,"DATA ANALYTICS","na","na"
1381,"DATA MINING","na","na"
1381,"ALGORITHMS","na","na"
1382,"ANALYSIS","na","na"
1382,"STATISTICS","na","na"
1382,"VISUALIZATION","na","na"
1382,"AI","na","na"
1382,"SOFTWARE DEVELOPMENT","na","na"
1382,"DATA ENGINEERING","na","na"
1382,"DATA ANALYTICS","na","na"
1382,"METRICS","na","na"
1382,"SYSTEMS ENGINEER","na","na"
1383,"ANALYSIS","na","na"
1383,"MACHINE LEARNING","na","na"
1383,"STATISTICS","na","na"
1383,"VISUALIZATION","na","na"
1383,"AI","na","na"
1383,"PREDICTIVE MODELING","na","na"
1383,"DATA MINING","na","na"
1383,"ALGORITHMS","na","na"
1383,"STATISTICAL MODELING","na","na"
1385,"DATA ENGINEERING","na","na"
1385,"DATA ANALYTICS","na","na"
1386,"VISUALIZATION","na","na"
1386,"AI","na","na"
1387,"ANALYSIS","na","na"
1387,"STATISTICS","na","na"
1387,"VISUALIZATION","na","na"
1387,"AI","na","na"
1387,"SOFTWARE DEVELOPMENT","na","na"
1387,"DATA ENGINEERING","na","na"
1387,"DATA ANALYTICS","na","na"
1387,"METRICS","na","na"
1387,"SYSTEMS ENGINEER","na","na"
1388,"ANALYSIS","na","na"
1388,"MACHINE LEARNING","na","na"
1388,"STATISTICS","na","na"
1388,"MATHEMATICS","na","na"
1388,"AI","na","na"
1388,"NLP","na","na"
1388,"PREDICTIVE MODELING","na","na"
1388,"ALGORITHMS","na","na"
1388,"UNSTRUCTURED DATA","na","na"
1389,"MACHINE LEARNING","na","na"
1389,"STATISTICS","na","na"
1389,"MATHEMATICS","na","na"
1389,"AI","na","na"
1389,"NLP","na","na"
1390,"ANALYSIS","na","na"
1390,"STATISTICS","na","na"
1390,"AI","na","na"
1391,"MACHINE LEARNING","na","na"
1391,"AI","na","na"
1391,"NEURAL NETWORKS","na","na"
1391,"DECISION TREES","na","na"
1392,"ANALYSIS","na","na"
1392,"MACHINE LEARNING","na","na"
1392,"VISUALIZATION","na","na"
1392,"AI","na","na"
1392,"STATISTICAL MODELING","na","na"
1393,"ANALYSIS","na","na"
1393,"MACHINE LEARNING","na","na"
1393,"STATISTICS","na","na"
1393,"COMPUTER SCIENCE","na","na"
1393,"MATHEMATICS","na","na"
1393,"VISUALIZATION","na","na"
1393,"AI","na","na"
1393,"PREDICTIVE MODELS","na","na"
1393,"PREDICTIVE MODELING","na","na"
1393,"ALGORITHMS","na","na"
1394,"MACHINE LEARNING","na","na"
