"id","general","personality","tech"
658,"MACHINE LEARNING","na","na"
658,"STATISTICS","na","na"
658,"COMPUTER SCIENCE","na","na"
658,"MATHEMATICS","na","na"
658,"VISUALIZATION","na","na"
658,"AI","na","na"
658,"DATA ANALYTICS","na","na"
658,"ALGORITHMS","na","na"
659,"MACHINE LEARNING","na","na"
659,"AI","na","na"
659,"DEEP LEARNING","na","na"
659,"PREDICTIVE MODELS","na","na"
660,"ANALYSIS","na","na"
660,"STATISTICS","na","na"
660,"VISUALIZATION","na","na"
660,"AI","na","na"
660,"SOFTWARE DEVELOPMENT","na","na"
660,"DATA ENGINEERING","na","na"
660,"DATA ANALYTICS","na","na"
660,"METRICS","na","na"
660,"SYSTEMS ENGINEER","na","na"
662,"ANALYSIS","na","na"
662,"STATISTICS","na","na"
662,"AI","na","na"
663,"ANALYSIS","na","na"
663,"MACHINE LEARNING","na","na"
663,"STATISTICS","na","na"
663,"MATHEMATICS","na","na"
663,"AI","na","na"
663,"NLP","na","na"
663,"PREDICTIVE MODELING","na","na"
663,"ALGORITHMS","na","na"
663,"UNSTRUCTURED DATA","na","na"
664,"ANALYSIS","na","na"
664,"MACHINE LEARNING","na","na"
664,"STATISTICS","na","na"
664,"AI","na","na"
664,"PREDICTIVE MODELS","na","na"
664,"PREDICTIVE MODELING","na","na"
665,"MACHINE LEARNING","na","na"
665,"STATISTICS","na","na"
665,"MATHEMATICS","na","na"
665,"AI","na","na"
665,"NLP","na","na"
666,"MACHINE LEARNING","na","na"
666,"STATISTICS","na","na"
666,"COMPUTER SCIENCE","na","na"
666,"MATHEMATICS","na","na"
666,"AI","na","na"
666,"DATA ENGINEERING","na","na"
666,"BIG DATA","na","na"
666,"METRICS","na","na"
666,"RISK MODELING","na","na"
667,"SOFTWARE ENGINEER","na","na"
668,"DATA WRANGLING","na","na"
668,"METRICS","na","na"
669,"ANALYSIS","na","na"
669,"COMPUTER SCIENCE","na","na"
669,"AI","na","na"
669,"ARTIFICIAL INTELLIGENCE","na","na"
670,"AI","na","na"
670,"ARTIFICIAL INTELLIGENCE","na","na"
670,"PROJECT MANAGEMENT","na","na"
671,"MACHINE LEARNING","na","na"
671,"COMPUTER SCIENCE","na","na"
671,"AI","na","na"
671,"ARTIFICIAL INTELLIGENCE","na","na"
671,"SOFTWARE DEVELOPMENT","na","na"
672,"ANALYSIS","na","na"
672,"MACHINE LEARNING","na","na"
672,"COMPUTER SCIENCE","na","na"
672,"AI","na","na"
672,"SOFTWARE DEVELOPMENT","na","na"
672,"SOFTWARE ENGINEER","na","na"
674,"MACHINE LEARNING","na","na"
674,"STATISTICS","na","na"
674,"COMPUTER SCIENCE","na","na"
674,"MATHEMATICS","na","na"
674,"VISUALIZATION","na","na"
674,"AI","na","na"
674,"DATA ANALYTICS","na","na"
674,"ALGORITHMS","na","na"
675,"MACHINE LEARNING","na","na"
675,"AI","na","na"
675,"DEEP LEARNING","na","na"
675,"PREDICTIVE MODELS","na","na"
676,"ANALYSIS","na","na"
676,"STATISTICS","na","na"
676,"VISUALIZATION","na","na"
676,"AI","na","na"
676,"SOFTWARE DEVELOPMENT","na","na"
676,"DATA ENGINEERING","na","na"
676,"DATA ANALYTICS","na","na"
676,"METRICS","na","na"
676,"SYSTEMS ENGINEER","na","na"
678,"ANALYSIS","na","na"
678,"STATISTICS","na","na"
678,"AI","na","na"
679,"ANALYSIS","na","na"
679,"MACHINE LEARNING","na","na"
679,"STATISTICS","na","na"
679,"MATHEMATICS","na","na"
679,"AI","na","na"
679,"NLP","na","na"
679,"PREDICTIVE MODELING","na","na"
679,"ALGORITHMS","na","na"
679,"UNSTRUCTURED DATA","na","na"
680,"ANALYSIS","na","na"
680,"MACHINE LEARNING","na","na"
680,"STATISTICS","na","na"
680,"AI","na","na"
680,"PREDICTIVE MODELS","na","na"
680,"PREDICTIVE MODELING","na","na"
681,"MACHINE LEARNING","na","na"
681,"STATISTICS","na","na"
681,"MATHEMATICS","na","na"
681,"AI","na","na"
681,"NLP","na","na"
682,"DATA ENGINEERING","na","na"
682,"DATA ANALYTICS","na","na"
683,"AI","na","na"
684,"MACHINE LEARNING","na","na"
684,"COMPUTER SCIENCE","na","na"
684,"AI","na","na"
684,"SOFTWARE ENGINEER","na","na"
685,"MACHINE LEARNING","na","na"
685,"AI","na","na"
685,"ARTIFICIAL INTELLIGENCE","na","na"
685,"SYSTEMS ENGINEER","na","na"
685,"SYSTEMS ENGINEERING","na","na"
686,"MACHINE LEARNING","na","na"
686,"STATISTICS","na","na"
686,"COMPUTER SCIENCE","na","na"
686,"MATHEMATICS","na","na"
686,"VISUALIZATION","na","na"
686,"AI","na","na"
686,"DEEP LEARNING","na","na"
686,"DATA ANALYTICS","na","na"
687,"ANALYSIS","na","na"
687,"STATISTICS","na","na"
688,"MACHINE LEARNING","na","na"
688,"COMPUTER SCIENCE","na","na"
688,"MATHEMATICS","na","na"
688,"AI","na","na"
688,"ARTIFICIAL INTELLIGENCE","na","na"
688,"ANALYTICAL SKILLS","na","na"
688,"UNSTRUCTURED DATA","na","na"
689,"AI","na","na"
690,"MACHINE LEARNING","na","na"
690,"STATISTICS","na","na"
690,"COMPUTER SCIENCE","na","na"
690,"MATHEMATICS","na","na"
690,"VISUALIZATION","na","na"
690,"AI","na","na"
690,"ARTIFICIAL INTELLIGENCE","na","na"
690,"SOFTWARE DEVELOPMENT","na","na"
690,"NEURAL NETWORKS","na","na"
690,"SOFTWARE ENGINEER","na","na"
690,"BIG DATA","na","na"
690,"PREDICTIVE MODELING","na","na"
690,"DATA MINING","na","na"
690,"ALGORITHMS","na","na"
690,"STATISTICAL MODELING","na","na"
691,"ANALYSIS","na","na"
691,"STATISTICS","na","na"
691,"COMPUTER SCIENCE","na","na"
691,"MATHEMATICS","na","na"
691,"VISUALIZATION","na","na"
691,"AI","na","na"
691,"NLP","na","na"
691,"NEURAL NETWORKS","na","na"
691,"STATISTICAL MODELING","na","na"
691,"DATA ARCHITECTURE","na","na"
691,"DATA ARCHITECT","na","na"
692,"ANALYSIS","na","na"
692,"STATISTICS","na","na"
692,"VISUALIZATION","na","na"
692,"AI","na","na"
692,"SOFTWARE DEVELOPMENT","na","na"
692,"DATA ENGINEERING","na","na"
692,"DATA ANALYTICS","na","na"
692,"METRICS","na","na"
692,"SYSTEMS ENGINEER","na","na"
693,"ANALYSIS","na","na"
693,"STATISTICS","na","na"
693,"AI","na","na"
695,"ANALYSIS","na","na"
695,"MACHINE LEARNING","na","na"
695,"STATISTICS","na","na"
695,"VISUALIZATION","na","na"
695,"AI","na","na"
695,"PREDICTIVE MODELING","na","na"
695,"DATA MINING","na","na"
695,"ALGORITHMS","na","na"
695,"STATISTICAL MODELING","na","na"
696,"VISUALIZATION","na","na"
696,"AI","na","na"
697,"DATA ENGINEERING","na","na"
697,"DATA ANALYTICS","na","na"
698,"ANALYSIS","na","na"
698,"MACHINE LEARNING","na","na"
698,"STATISTICS","na","na"
698,"MATHEMATICS","na","na"
698,"AI","na","na"
698,"NLP","na","na"
698,"PREDICTIVE MODELING","na","na"
698,"ALGORITHMS","na","na"
698,"UNSTRUCTURED DATA","na","na"
699,"ANALYSIS","na","na"
699,"MACHINE LEARNING","na","na"
699,"STATISTICS","na","na"
699,"AI","na","na"
699,"PREDICTIVE MODELS","na","na"
699,"PREDICTIVE MODELING","na","na"
700,"MACHINE LEARNING","na","na"
700,"STATISTICS","na","na"
700,"MATHEMATICS","na","na"
700,"AI","na","na"
700,"NLP","na","na"
701,"ANALYSIS","na","na"
701,"STATISTICS","na","na"
701,"VISUALIZATION","na","na"
701,"AI","na","na"
701,"SOFTWARE DEVELOPMENT","na","na"
701,"DATA ENGINEERING","na","na"
701,"DATA ANALYTICS","na","na"
701,"METRICS","na","na"
701,"SYSTEMS ENGINEER","na","na"
702,"DATA ENGINEERING","na","na"
702,"DATA ANALYTICS","na","na"
703,"AI","na","na"
704,"MACHINE LEARNING","na","na"
704,"COMPUTER SCIENCE","na","na"
704,"AI","na","na"
704,"SOFTWARE ENGINEER","na","na"
705,"MACHINE LEARNING","na","na"
705,"AI","na","na"
705,"ARTIFICIAL INTELLIGENCE","na","na"
705,"SYSTEMS ENGINEER","na","na"
705,"SYSTEMS ENGINEERING","na","na"
706,"MACHINE LEARNING","na","na"
706,"STATISTICS","na","na"
706,"COMPUTER SCIENCE","na","na"
706,"MATHEMATICS","na","na"
706,"VISUALIZATION","na","na"
706,"AI","na","na"
706,"DEEP LEARNING","na","na"
706,"DATA ANALYTICS","na","na"
707,"ANALYSIS","na","na"
707,"STATISTICS","na","na"
708,"MACHINE LEARNING","na","na"
708,"COMPUTER SCIENCE","na","na"
708,"MATHEMATICS","na","na"
708,"AI","na","na"
708,"ARTIFICIAL INTELLIGENCE","na","na"
708,"ANALYTICAL SKILLS","na","na"
708,"UNSTRUCTURED DATA","na","na"
709,"AI","na","na"
710,"MACHINE LEARNING","na","na"
710,"STATISTICS","na","na"
710,"COMPUTER SCIENCE","na","na"
710,"MATHEMATICS","na","na"
710,"VISUALIZATION","na","na"
710,"AI","na","na"
710,"ARTIFICIAL INTELLIGENCE","na","na"
710,"SOFTWARE DEVELOPMENT","na","na"
710,"NEURAL NETWORKS","na","na"
710,"SOFTWARE ENGINEER","na","na"
710,"BIG DATA","na","na"
710,"PREDICTIVE MODELING","na","na"
710,"DATA MINING","na","na"
710,"ALGORITHMS","na","na"
710,"STATISTICAL MODELING","na","na"
711,"ANALYSIS","na","na"
711,"STATISTICS","na","na"
711,"COMPUTER SCIENCE","na","na"
711,"MATHEMATICS","na","na"
711,"VISUALIZATION","na","na"
711,"AI","na","na"
711,"NLP","na","na"
711,"NEURAL NETWORKS","na","na"
711,"STATISTICAL MODELING","na","na"
711,"DATA ARCHITECTURE","na","na"
711,"DATA ARCHITECT","na","na"
712,"ANALYSIS","na","na"
712,"STATISTICS","na","na"
712,"AI","na","na"
714,"ANALYSIS","na","na"
714,"MACHINE LEARNING","na","na"
714,"STATISTICS","na","na"
714,"VISUALIZATION","na","na"
714,"AI","na","na"
714,"PREDICTIVE MODELING","na","na"
714,"DATA MINING","na","na"
714,"ALGORITHMS","na","na"
714,"STATISTICAL MODELING","na","na"
715,"VISUALIZATION","na","na"
715,"AI","na","na"
716,"DATA ENGINEERING","na","na"
716,"DATA ANALYTICS","na","na"
717,"ANALYSIS","na","na"
717,"STATISTICS","na","na"
717,"VISUALIZATION","na","na"
717,"AI","na","na"
717,"SOFTWARE DEVELOPMENT","na","na"
717,"DATA ENGINEERING","na","na"
717,"DATA ANALYTICS","na","na"
717,"METRICS","na","na"
717,"SYSTEMS ENGINEER","na","na"
718,"ANALYSIS","na","na"
718,"MACHINE LEARNING","na","na"
718,"STATISTICS","na","na"
718,"MATHEMATICS","na","na"
718,"AI","na","na"
718,"NLP","na","na"
718,"PREDICTIVE MODELING","na","na"
718,"ALGORITHMS","na","na"
718,"UNSTRUCTURED DATA","na","na"
719,"DATA ENGINEERING","na","na"
719,"DATA ANALYTICS","na","na"
720,"AI","na","na"
721,"MACHINE LEARNING","na","na"
721,"COMPUTER SCIENCE","na","na"
721,"AI","na","na"
721,"SOFTWARE ENGINEER","na","na"
722,"MACHINE LEARNING","na","na"
722,"AI","na","na"
722,"ARTIFICIAL INTELLIGENCE","na","na"
722,"SYSTEMS ENGINEER","na","na"
722,"SYSTEMS ENGINEERING","na","na"
723,"MACHINE LEARNING","na","na"
723,"STATISTICS","na","na"
723,"COMPUTER SCIENCE","na","na"
723,"MATHEMATICS","na","na"
723,"VISUALIZATION","na","na"
723,"AI","na","na"
723,"DEEP LEARNING","na","na"
723,"DATA ANALYTICS","na","na"
724,"ANALYSIS","na","na"
724,"STATISTICS","na","na"
725,"MACHINE LEARNING","na","na"
725,"COMPUTER SCIENCE","na","na"
725,"MATHEMATICS","na","na"
725,"AI","na","na"
725,"ARTIFICIAL INTELLIGENCE","na","na"
725,"ANALYTICAL SKILLS","na","na"
725,"UNSTRUCTURED DATA","na","na"
726,"AI","na","na"
727,"MACHINE LEARNING","na","na"
727,"STATISTICS","na","na"
727,"COMPUTER SCIENCE","na","na"
727,"MATHEMATICS","na","na"
727,"VISUALIZATION","na","na"
727,"AI","na","na"
727,"ARTIFICIAL INTELLIGENCE","na","na"
727,"SOFTWARE DEVELOPMENT","na","na"
727,"NEURAL NETWORKS","na","na"
727,"SOFTWARE ENGINEER","na","na"
727,"BIG DATA","na","na"
727,"PREDICTIVE MODELING","na","na"
727,"DATA MINING","na","na"
727,"ALGORITHMS","na","na"
727,"STATISTICAL MODELING","na","na"
728,"ANALYSIS","na","na"
728,"STATISTICS","na","na"
728,"COMPUTER SCIENCE","na","na"
728,"MATHEMATICS","na","na"
728,"VISUALIZATION","na","na"
728,"AI","na","na"
728,"NLP","na","na"
728,"NEURAL NETWORKS","na","na"
728,"STATISTICAL MODELING","na","na"
728,"DATA ARCHITECTURE","na","na"
728,"DATA ARCHITECT","na","na"
729,"ANALYSIS","na","na"
729,"MACHINE LEARNING","na","na"
729,"STATISTICS","na","na"
729,"AI","na","na"
729,"PREDICTIVE MODELS","na","na"
729,"PREDICTIVE MODELING","na","na"
730,"MACHINE LEARNING","na","na"
730,"STATISTICS","na","na"
730,"MATHEMATICS","na","na"
730,"AI","na","na"
730,"NLP","na","na"
731,"ANALYSIS","na","na"
731,"STATISTICS","na","na"
731,"AI","na","na"
732,"ANALYSIS","na","na"
732,"STATISTICS","na","na"
732,"VISUALIZATION","na","na"
732,"AI","na","na"
732,"SOFTWARE DEVELOPMENT","na","na"
732,"DATA ENGINEERING","na","na"
732,"DATA ANALYTICS","na","na"
732,"METRICS","na","na"
732,"SYSTEMS ENGINEER","na","na"
733,"ANALYSIS","na","na"
733,"MACHINE LEARNING","na","na"
733,"STATISTICS","na","na"
733,"MATHEMATICS","na","na"
733,"AI","na","na"
733,"NLP","na","na"
733,"PREDICTIVE MODELING","na","na"
733,"ALGORITHMS","na","na"
733,"UNSTRUCTURED DATA","na","na"
734,"DATA ENGINEERING","na","na"
734,"DATA ANALYTICS","na","na"
735,"AI","na","na"
736,"MACHINE LEARNING","na","na"
736,"COMPUTER SCIENCE","na","na"
736,"AI","na","na"
736,"SOFTWARE ENGINEER","na","na"
737,"MACHINE LEARNING","na","na"
737,"AI","na","na"
737,"ARTIFICIAL INTELLIGENCE","na","na"
737,"SYSTEMS ENGINEER","na","na"
737,"SYSTEMS ENGINEERING","na","na"
738,"MACHINE LEARNING","na","na"
738,"STATISTICS","na","na"
738,"COMPUTER SCIENCE","na","na"
738,"MATHEMATICS","na","na"
738,"VISUALIZATION","na","na"
738,"AI","na","na"
738,"DEEP LEARNING","na","na"
738,"DATA ANALYTICS","na","na"
739,"ANALYSIS","na","na"
739,"STATISTICS","na","na"
740,"MACHINE LEARNING","na","na"
740,"COMPUTER SCIENCE","na","na"
740,"MATHEMATICS","na","na"
740,"AI","na","na"
740,"ARTIFICIAL INTELLIGENCE","na","na"
740,"ANALYTICAL SKILLS","na","na"
740,"UNSTRUCTURED DATA","na","na"
741,"AI","na","na"
742,"MACHINE LEARNING","na","na"
742,"STATISTICS","na","na"
742,"COMPUTER SCIENCE","na","na"
742,"MATHEMATICS","na","na"
742,"VISUALIZATION","na","na"
742,"AI","na","na"
742,"ARTIFICIAL INTELLIGENCE","na","na"
742,"SOFTWARE DEVELOPMENT","na","na"
742,"NEURAL NETWORKS","na","na"
742,"SOFTWARE ENGINEER","na","na"
742,"BIG DATA","na","na"
742,"PREDICTIVE MODELING","na","na"
742,"DATA MINING","na","na"
742,"ALGORITHMS","na","na"
742,"STATISTICAL MODELING","na","na"
743,"ANALYSIS","na","na"
743,"STATISTICS","na","na"
743,"COMPUTER SCIENCE","na","na"
743,"MATHEMATICS","na","na"
743,"VISUALIZATION","na","na"
743,"AI","na","na"
743,"NLP","na","na"
743,"NEURAL NETWORKS","na","na"
743,"STATISTICAL MODELING","na","na"
743,"DATA ARCHITECTURE","na","na"
743,"DATA ARCHITECT","na","na"
744,"ANALYSIS","na","na"
744,"MACHINE LEARNING","na","na"
744,"STATISTICS","na","na"
744,"AI","na","na"
744,"PREDICTIVE MODELS","na","na"
744,"PREDICTIVE MODELING","na","na"
745,"MACHINE LEARNING","na","na"
745,"STATISTICS","na","na"
745,"MATHEMATICS","na","na"
745,"AI","na","na"
745,"NLP","na","na"
746,"ANALYSIS","na","na"
746,"STATISTICS","na","na"
746,"AI","na","na"
747,"ANALYSIS","na","na"
747,"STATISTICS","na","na"
747,"VISUALIZATION","na","na"
747,"AI","na","na"
747,"SOFTWARE DEVELOPMENT","na","na"
747,"DATA ENGINEERING","na","na"
747,"DATA ANALYTICS","na","na"
747,"METRICS","na","na"
747,"SYSTEMS ENGINEER","na","na"
748,"ANALYSIS","na","na"
748,"MACHINE LEARNING","na","na"
748,"STATISTICS","na","na"
748,"MATHEMATICS","na","na"
748,"AI","na","na"
748,"NLP","na","na"
748,"PREDICTIVE MODELING","na","na"
748,"ALGORITHMS","na","na"
748,"UNSTRUCTURED DATA","na","na"
749,"ANALYSIS","na","na"
749,"MACHINE LEARNING","na","na"
749,"STATISTICS","na","na"
749,"VISUALIZATION","na","na"
749,"AI","na","na"
749,"PREDICTIVE MODELING","na","na"
749,"DATA MINING","na","na"
749,"ALGORITHMS","na","na"
749,"STATISTICAL MODELING","na","na"
751,"VISUALIZATION","na","na"
751,"AI","na","na"
752,"DATA ENGINEERING","na","na"
752,"DATA ANALYTICS","na","na"
753,"AI","na","na"
754,"MACHINE LEARNING","na","na"
754,"COMPUTER SCIENCE","na","na"
754,"AI","na","na"
754,"SOFTWARE ENGINEER","na","na"
755,"MACHINE LEARNING","na","na"
755,"AI","na","na"
755,"ARTIFICIAL INTELLIGENCE","na","na"
755,"SYSTEMS ENGINEER","na","na"
755,"SYSTEMS ENGINEERING","na","na"
756,"MACHINE LEARNING","na","na"
756,"STATISTICS","na","na"
756,"COMPUTER SCIENCE","na","na"
756,"MATHEMATICS","na","na"
756,"VISUALIZATION","na","na"
756,"AI","na","na"
756,"DEEP LEARNING","na","na"
756,"DATA ANALYTICS","na","na"
757,"ANALYSIS","na","na"
757,"STATISTICS","na","na"
758,"MACHINE LEARNING","na","na"
758,"COMPUTER SCIENCE","na","na"
758,"MATHEMATICS","na","na"
758,"AI","na","na"
758,"ARTIFICIAL INTELLIGENCE","na","na"
758,"ANALYTICAL SKILLS","na","na"
758,"UNSTRUCTURED DATA","na","na"
759,"AI","na","na"
760,"MACHINE LEARNING","na","na"
760,"STATISTICS","na","na"
760,"COMPUTER SCIENCE","na","na"
760,"MATHEMATICS","na","na"
760,"VISUALIZATION","na","na"
760,"AI","na","na"
760,"ARTIFICIAL INTELLIGENCE","na","na"
760,"SOFTWARE DEVELOPMENT","na","na"
760,"NEURAL NETWORKS","na","na"
760,"SOFTWARE ENGINEER","na","na"
760,"BIG DATA","na","na"
760,"PREDICTIVE MODELING","na","na"
760,"DATA MINING","na","na"
760,"ALGORITHMS","na","na"
760,"STATISTICAL MODELING","na","na"
761,"ANALYSIS","na","na"
761,"STATISTICS","na","na"
761,"COMPUTER SCIENCE","na","na"
761,"MATHEMATICS","na","na"
761,"VISUALIZATION","na","na"
761,"AI","na","na"
761,"NLP","na","na"
761,"NEURAL NETWORKS","na","na"
761,"STATISTICAL MODELING","na","na"
761,"DATA ARCHITECTURE","na","na"
761,"DATA ARCHITECT","na","na"
762,"ANALYSIS","na","na"
762,"MACHINE LEARNING","na","na"
762,"STATISTICS","na","na"
762,"AI","na","na"
762,"PREDICTIVE MODELS","na","na"
762,"PREDICTIVE MODELING","na","na"
763,"MACHINE LEARNING","na","na"
763,"STATISTICS","na","na"
763,"MATHEMATICS","na","na"
763,"AI","na","na"
763,"NLP","na","na"
764,"ANALYSIS","na","na"
764,"STATISTICS","na","na"
764,"AI","na","na"
765,"MACHINE LEARNING","na","na"
765,"AI","na","na"
765,"DEEP LEARNING","na","na"
765,"PREDICTIVE MODELS","na","na"
766,"MACHINE LEARNING","na","na"
766,"STATISTICS","na","na"
766,"COMPUTER SCIENCE","na","na"
766,"MATHEMATICS","na","na"
766,"VISUALIZATION","na","na"
766,"AI","na","na"
766,"DATA ANALYTICS","na","na"
766,"ALGORITHMS","na","na"
767,"ANALYSIS","na","na"
767,"STATISTICS","na","na"
767,"COMPUTER SCIENCE","na","na"
767,"MATHEMATICS","na","na"
767,"AI","na","na"
767,"DATA MINING","na","na"
767,"STATISTICAL MODELING","na","na"
768,"MACHINE LEARNING","na","na"
768,"STATISTICS","na","na"
768,"COMPUTER SCIENCE","na","na"
768,"VISUALIZATION","na","na"
768,"AI","na","na"
769,"AI","na","na"
770,"MACHINE LEARNING","na","na"
770,"COMPUTER SCIENCE","na","na"
770,"AI","na","na"
770,"SOFTWARE ENGINEER","na","na"
771,"MACHINE LEARNING","na","na"
771,"AI","na","na"
771,"ARTIFICIAL INTELLIGENCE","na","na"
771,"SYSTEMS ENGINEER","na","na"
771,"SYSTEMS ENGINEERING","na","na"
772,"MACHINE LEARNING","na","na"
772,"STATISTICS","na","na"
772,"COMPUTER SCIENCE","na","na"
772,"MATHEMATICS","na","na"
772,"VISUALIZATION","na","na"
772,"AI","na","na"
772,"DEEP LEARNING","na","na"
772,"DATA ANALYTICS","na","na"
773,"ANALYSIS","na","na"
773,"STATISTICS","na","na"
773,"MATHEMATICS","na","na"
773,"AI","na","na"
773,"PROJECT MANAGEMENT","na","na"
773,"ANALYTICAL SKILLS","na","na"
773,"PREDICTIVE MODELING","na","na"
773,"DATA MANIPULATION","na","na"
773,"DATA MINING","na","na"
774,"ANALYSIS","na","na"
774,"MACHINE LEARNING","na","na"
774,"STATISTICS","na","na"
774,"MATHEMATICS","na","na"
774,"AI","na","na"
774,"ANALYTICAL SKILLS","na","na"
774,"PREDICTIVE MODELING","na","na"
774,"DATA MINING","na","na"
775,"ANALYSIS","na","na"
775,"STATISTICS","na","na"
776,"MACHINE LEARNING","na","na"
776,"COMPUTER SCIENCE","na","na"
776,"MATHEMATICS","na","na"
776,"AI","na","na"
776,"ARTIFICIAL INTELLIGENCE","na","na"
776,"ANALYTICAL SKILLS","na","na"
776,"UNSTRUCTURED DATA","na","na"
777,"AI","na","na"
778,"MACHINE LEARNING","na","na"
778,"STATISTICS","na","na"
778,"COMPUTER SCIENCE","na","na"
778,"MATHEMATICS","na","na"
778,"VISUALIZATION","na","na"
778,"AI","na","na"
778,"ARTIFICIAL INTELLIGENCE","na","na"
778,"SOFTWARE DEVELOPMENT","na","na"
778,"NEURAL NETWORKS","na","na"
778,"SOFTWARE ENGINEER","na","na"
778,"BIG DATA","na","na"
778,"PREDICTIVE MODELING","na","na"
778,"DATA MINING","na","na"
778,"ALGORITHMS","na","na"
778,"STATISTICAL MODELING","na","na"
779,"ANALYSIS","na","na"
779,"STATISTICS","na","na"
779,"COMPUTER SCIENCE","na","na"
779,"MATHEMATICS","na","na"
779,"VISUALIZATION","na","na"
779,"AI","na","na"
779,"NLP","na","na"
779,"NEURAL NETWORKS","na","na"
779,"STATISTICAL MODELING","na","na"
779,"DATA ARCHITECTURE","na","na"
779,"DATA ARCHITECT","na","na"
780,"ANALYSIS","na","na"
780,"STATISTICS","na","na"
780,"VISUALIZATION","na","na"
780,"AI","na","na"
780,"SOFTWARE DEVELOPMENT","na","na"
780,"DATA ENGINEERING","na","na"
780,"DATA ANALYTICS","na","na"
780,"METRICS","na","na"
780,"SYSTEMS ENGINEER","na","na"
781,"ANALYSIS","na","na"
781,"MACHINE LEARNING","na","na"
781,"STATISTICS","na","na"
781,"MATHEMATICS","na","na"
781,"AI","na","na"
781,"NLP","na","na"
781,"PREDICTIVE MODELING","na","na"
781,"ALGORITHMS","na","na"
781,"UNSTRUCTURED DATA","na","na"
782,"ANALYSIS","na","na"
782,"STATISTICS","na","na"
782,"AI","na","na"
783,"DATA ENGINEERING","na","na"
783,"DATA ANALYTICS","na","na"
784,"AI","na","na"
785,"MACHINE LEARNING","na","na"
785,"COMPUTER SCIENCE","na","na"
785,"AI","na","na"
785,"SOFTWARE ENGINEER","na","na"
786,"MACHINE LEARNING","na","na"
786,"AI","na","na"
786,"ARTIFICIAL INTELLIGENCE","na","na"
786,"SYSTEMS ENGINEER","na","na"
786,"SYSTEMS ENGINEERING","na","na"
787,"MACHINE LEARNING","na","na"
787,"STATISTICS","na","na"
787,"COMPUTER SCIENCE","na","na"
787,"MATHEMATICS","na","na"
787,"VISUALIZATION","na","na"
787,"AI","na","na"
787,"DEEP LEARNING","na","na"
787,"DATA ANALYTICS","na","na"
788,"ANALYSIS","na","na"
788,"STATISTICS","na","na"
789,"MACHINE LEARNING","na","na"
789,"COMPUTER SCIENCE","na","na"
789,"MATHEMATICS","na","na"
789,"AI","na","na"
789,"ARTIFICIAL INTELLIGENCE","na","na"
789,"ANALYTICAL SKILLS","na","na"
789,"UNSTRUCTURED DATA","na","na"
790,"AI","na","na"
791,"MACHINE LEARNING","na","na"
791,"STATISTICS","na","na"
791,"COMPUTER SCIENCE","na","na"
791,"MATHEMATICS","na","na"
791,"VISUALIZATION","na","na"
791,"AI","na","na"
791,"ARTIFICIAL INTELLIGENCE","na","na"
791,"SOFTWARE DEVELOPMENT","na","na"
791,"NEURAL NETWORKS","na","na"
791,"SOFTWARE ENGINEER","na","na"
791,"BIG DATA","na","na"
791,"PREDICTIVE MODELING","na","na"
791,"DATA MINING","na","na"
791,"ALGORITHMS","na","na"
791,"STATISTICAL MODELING","na","na"
792,"ANALYSIS","na","na"
792,"STATISTICS","na","na"
792,"COMPUTER SCIENCE","na","na"
792,"MATHEMATICS","na","na"
792,"VISUALIZATION","na","na"
792,"AI","na","na"
792,"NLP","na","na"
792,"NEURAL NETWORKS","na","na"
792,"STATISTICAL MODELING","na","na"
792,"DATA ARCHITECTURE","na","na"
792,"DATA ARCHITECT","na","na"
793,"ANALYSIS","na","na"
793,"MACHINE LEARNING","na","na"
793,"STATISTICS","na","na"
793,"AI","na","na"
793,"PREDICTIVE MODELS","na","na"
793,"PREDICTIVE MODELING","na","na"
794,"MACHINE LEARNING","na","na"
794,"STATISTICS","na","na"
794,"MATHEMATICS","na","na"
794,"AI","na","na"
794,"NLP","na","na"
795,"ANALYSIS","na","na"
795,"MACHINE LEARNING","na","na"
795,"STATISTICS","na","na"
795,"VISUALIZATION","na","na"
795,"AI","na","na"
795,"PREDICTIVE MODELING","na","na"
795,"DATA MINING","na","na"
795,"ALGORITHMS","na","na"
795,"STATISTICAL MODELING","na","na"
796,"ANALYSIS","na","na"
796,"STATISTICS","na","na"
796,"VISUALIZATION","na","na"
796,"AI","na","na"
796,"SOFTWARE DEVELOPMENT","na","na"
796,"DATA ENGINEERING","na","na"
796,"DATA ANALYTICS","na","na"
796,"METRICS","na","na"
796,"SYSTEMS ENGINEER","na","na"
797,"ANALYSIS","na","na"
797,"MACHINE LEARNING","na","na"
797,"STATISTICS","na","na"
797,"MATHEMATICS","na","na"
797,"AI","na","na"
797,"NLP","na","na"
797,"PREDICTIVE MODELING","na","na"
797,"ALGORITHMS","na","na"
797,"UNSTRUCTURED DATA","na","na"
798,"ANALYSIS","na","na"
798,"STATISTICS","na","na"
798,"AI","na","na"
799,"DATA ENGINEERING","na","na"
799,"DATA ANALYTICS","na","na"
800,"AI","na","na"
801,"MACHINE LEARNING","na","na"
801,"COMPUTER SCIENCE","na","na"
801,"AI","na","na"
801,"SOFTWARE ENGINEER","na","na"
802,"MACHINE LEARNING","na","na"
802,"AI","na","na"
802,"ARTIFICIAL INTELLIGENCE","na","na"
802,"SYSTEMS ENGINEER","na","na"
802,"SYSTEMS ENGINEERING","na","na"
803,"MACHINE LEARNING","na","na"
803,"STATISTICS","na","na"
803,"COMPUTER SCIENCE","na","na"
